ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,WeaponAccessory,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Feb2023_Container,@Feb2023_Container_MasterName,Resource,@ui_itemtypedescription_resource,@Feb2023_Container_Description,Resource+LootContainer,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,0,0,0,UI_Rewards,,,,,,0,0,,,lyshineui/images/icons/items/Resource/MakeGoodContainer.png,lyshineui/images/icons/items_hires/MakeGoodContainer.png,10000,0,,,,59,,1,1,0,,[LTID]Feb2023Prime,,,,,,,,,,,,,,0,,,Play_UI_Pickup_Generic,Play_UI_Drop_Generic,Play_UI_Use_Generic,Play_UI_Created_Generic,,,,,,,,
Skin_Chest_Feb2023_OmensWinterOwl,@Skin_Chest_Feb2023_OmensWinterOwl_MasterName,Armor,,@Skin_Feb2023_OmensWinterOwl_Description,EquippableChest,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterOwl_chest,f_OmensWinterOwl_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Head_Feb2023_OmensWinterOwl,@Skin_Head_Feb2023_OmensWinterOwl_MasterName,Armor,,@Skin_Feb2023_OmensWinterOwl_Description,EquippableHead,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterOwl_head,f_OmensWinterOwl_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Legs_Feb2023_OmensWinterOwl,@Skin_Legs_Feb2023_OmensWinterOwl_MasterName,Armor,,@Skin_Feb2023_OmensWinterOwl_Description,EquippableLegs,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterOwl_legs,f_OmensWinterOwl_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Feet_Feb2023_OmensWinterOwl,@Skin_Feet_Feb2023_OmensWinterOwl_MasterName,Armor,,@Skin_Feb2023_OmensWinterOwl_Description,EquippableFeet,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterOwl_feet,f_OmensWinterOwl_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Hands_Feb2023_OmensWinterOwl,@Skin_Hands_Feb2023_OmensWinterOwl_MasterName,Armor,,@Skin_Feb2023_OmensWinterOwl_Description,EquippableHands,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterOwl_gloves,f_OmensWinterOwl_gloves,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Chest_Feb2023_OmensWinterCat,@Skin_Chest_Feb2023_OmensWinterCat_MasterName,Armor,,@Skin_Feb2023_OmensWinterCat_Description,EquippableChest,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterCat_chest,f_OmensWinterCat_chest,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Head_Feb2023_OmensWinterCat,@Skin_Head_Feb2023_OmensWinterCat_MasterName,Armor,,@Skin_Feb2023_OmensWinterCat_Description,EquippableHead,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterCat_head,f_OmensWinterCat_head,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Legs_Feb2023_OmensWinterCat,@Skin_Legs_Feb2023_OmensWinterCat_MasterName,Armor,,@Skin_Feb2023_OmensWinterCat_Description,EquippableLegs,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterCat_legs,f_OmensWinterCat_legs,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
Skin_Feet_Feb2023_OmensWinterCat,@Skin_Feet_Feb2023_OmensWinterCat_MasterName,Armor,,@Skin_Feb2023_OmensWinterCat_Description,EquippableFeet,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,m_OmensWinterCat_feet,f_OmensWinterCat_feet,,,,0,0,,,,,0,0,,,,0,,0,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
